share_files_nums,share_files_rate,only_commit_files_nums,exist_cve,insert_loc_nums,delete_loc_nums,all_loc_nums,all_method_nums,commit_msg,cve_desc,commit_id,is_right
1,1,0,0,53,51,104,0,"fix: [security] Fix persistent xss via link type attributes containing javascript:// links

- low impact as it requires user interaction to trigger

- as reported by Jo?o Lucas Melo Brasio from Elytron Security S.A. (https://elytronsecurity.com)",An issue was discovered in app/View/Elements/Events/View/value_field.ctp in MISP before 2.4.107. There is persistent XSS via link type attributes with javascript:// links.,6f6fb678ca07c80cb7d2bdfe5cb0313bb71bd487,1
1,1,0,0,3,1,4,0,"fix: [security] Fix persistent xss due to invalid sanitisation of image names in titles

- triggered by expanding a screenshot

- as reported by Jo?o Lucas Melo Brasio from Elytron Security S.A. (https://elytronsecurity.com)","An issue was discovered in app/webroot/js/misp.js in MISP before 2.4.107. There is persistent XSS via image names in titles, as demonstrated by a screenshot.",62f15433e42fb92e45bd57dd6fc0c0bf53deb6fc,1
0,0,2,0,21,11,32,2,Fix crash in wasm disassembler,The wasm_dis function in libr/asm/arch/wasm/wasm.c in radare2 2.0.0 allows remote attackers to cause a denial of service (stack-based buffer over-read and application crash) or possibly have unspecified other impact via a crafted WASM file that triggers an incorrect r_hex_bin2str call.,52b1526443c1f433087928291d1c3d37a5600515,1
1,1,0,0,5,1,6,1,Fix #8685 - Crash in ELF version parsing,The store_versioninfo_gnu_verdef function in libr/bin/format/elf/elf.c in radare2 2.0.0 allows remote attackers to cause a denial of service (r_read_le16 invalid write and application crash) or possibly have unspecified other impact via a crafted ELF file.,21a6f570ba33fa9f52f1bba87f07acc4e8c178f4,1
1,1,0,0,2,0,2,1,https://github.com/ImageMagick/ImageMagick/issues/592,"ReadGIFImage in coders/gif.c in ImageMagick 7.0.6-1 and GraphicsMagick 1.3.26 leaves the palette uninitialized when processing a GIF file that has neither a global nor local palette. If the affected product is used as a library loaded into a process that operates on interesting data, this data sometimes can be leaked via the uninitialized palette.",9fd10cf630832b36a588c1545d8736539b2f1fb5,1
1,0.5,1,0,9,28,37,6,"fix: Fix to a potential reflected XSS on the quickDelete

- low impact, XSS required user confirmation of malicious payload

- as reported by Or Hanuka (PALANTIR)","MISP before 2.4.81 has a potential reflected XSS in a quickDelete action that is used to delete a sighting, related to app/View/Sightings/ajax/quickDeleteConfirmationForm.ctp and app/webroot/js/misp.js.",ca6f4a783a6ba65532dc8767446bda44773ec627,1
1,1,0,0,12,2,14,1,fix multiple memory leak in ReadYUVImage,ImageMagick version 7.0.7-2 contains a memory leak in ReadYUVImage in coders/yuv.c.,ef8f40689ac452398026c07da41656a7c87e4683,1
1,1,0,0,1,0,1,1,fix memory leak in ReadYCBCRImage as SetImageExtent failure,ImageMagick version 7.0.7-2 contains a memory leak in ReadYCBCRImage in coders/ycbcr.c.,241988ca28139ad970c1d9717c419f41e360ddb0,1
0,0,1,0,7,6,13,3,vm.c (hash_new_from_regs): stack may be reallocated.,Use After Free in GitHub repository mruby/mruby prior to 3.2.,aa7f98dedb68d735a1665d3a289036c88b0c47ce,1
0,0,1,0,6,6,12,1,"Fix integer overflow in string search causing oobread ##crash

* Reported by @greatergoodest via huntrdev
* BountyID: 8a3dc5cb-08b3-4807-82b2-77f08c137a04
* Reproducer bfileovf",Out-of-bounds Read in GitHub repository radareorg/radare2 prior to 5.7.0.,193f4fe01d7f626e2ea937450f2e0c4604420e9d,1
0,0,0,0,35,4,39,0,Merge branch 'dev' of github.com:microweber/microweber into dev,Cross-site Scripting (XSS) - Reflected in GitHub repository microweber/microweber prior to 1.2.17.,dbd37dda91911360db23269897c737e0abae2c24,1
1,1,0,0,3,0,3,1,"avcodec/cbs_jpeg: Check length for SOS

Fixes: out of array access
Fixes: 19734/clusterfuzz-testcase-minimized-ffmpeg_BSF_TRACE_HEADERS_fuzzer-5673507031875584
Fixes: 19353/clusterfuzz-testcase-minimized-ffmpeg_BSF_TRACE_HEADERS_fuzzer-5703944462663680

Found-by: continuous fuzzing process https://github.com/google/oss-fuzz/tree/master/projects/ffmpeg
Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>",cbs_jpeg_split_fragment in libavcodec/cbs_jpeg.c in FFmpeg 4.1 and 4.2.2 has a heap-based buffer overflow during JPEG_MARKER_SOS handling because of a missing length check.,1812352d767ccf5431aa440123e2e260a4db2726,1
1,1,0,0,6,1,7,1,Fix #8743 - Crash in ELF version parser on 32bit systems,"In radare2 2.0.1, an integer exception (negative number leading to an invalid memory access) exists in store_versioninfo_gnu_verdef() in libr/bin/format/elf/elf.c via crafted ELF files when parsing the ELF version on 32bit systems.",44ded3ff35b8264f54b5a900cab32ec489d9e5b9,1
1,1,0,0,5,1,6,1,Fix #8731 - Crash in ELF parser with negative 32bit number,"In radare2 2.0.1, an integer exception (negative number leading to an invalid memory access) exists in store_versioninfo_gnu_verneed() in libr/bin/format/elf/elf.c via crafted ELF files on 32bit systems.",c6d0076c924891ad9948a62d89d0bcdaf965f0cd,1
0,0,1,0,1,1,2,1,https://github.com/ImageMagick/ImageMagick/issues/1610,ImageMagick 7.0.8-50 Q16 has a heap-based buffer over-read at MagickCore/pixel-accessor.h in GetPixelChannel.,8187d2d8fd010d2d6b1a3a8edd935beec404dddc,1
1,1,0,0,10,4,14,2,https://github.com/ImageMagick/ImageMagick/issues/1586,ImageMagick 7.0.8-50 Q16 has a heap-based buffer overflow at MagickCore/statistic.c in EvaluateImages because of mishandling columns.,a906fe9298bf89e01d5272023db687935068849a,1
1,1,0,0,5,5,10,1,https://github.com/ImageMagick/ImageMagick/issues/1613,ImageMagick 7.0.8-50 Q16 has a stack-based buffer overflow at coders/pnm.c in WritePNMImage because of a misplaced strncpy and an off-by-one error.,29efd648f38b73a64d73f14cd2019d869a585888,1
1,1,0,0,2,2,4,1,https://github.com/ImageMagick/ImageMagick/issues/1612,ImageMagick 7.0.8-50 Q16 has a stack-based buffer overflow at coders/pnm.c in WritePNMImage because of off-by-one errors.,e92040ea6ee2a844ebfd2344174076795a4787bd,1
1,1,0,0,6,7,13,1,https://github.com/ImageMagick/ImageMagick/issues/1615,ImageMagick 7.0.8-50 Q16 has a heap-based buffer overflow at MagickCore/statistic.c in EvaluateImages because of mishandling rows.,025e77fcb2f45b21689931ba3bf74eac153afa48,1
0,0,2,0,19,21,40,2,https://github.com/ImageMagick/ImageMagick/issues/1595,ImageMagick 7.0.8-50 Q16 has a heap-based buffer overflow in MagickCore/fourier.c in ComplexImage.,61135001a625364e29bdce83832f043eebde7b5a,1
0,0,1,0,11,2,13,1,https://github.com/ImageMagick/ImageMagick/issues/1589,ImageMagick 7.0.8-50 Q16 has memory leaks in AcquireMagickMemory because of an AnnotateImage error.,f595a1985233c399a05c0c37cc41de16a90dd025,1
1,1,0,0,8,1,9,1,https://github.com/ImageMagick/ImageMagick/issues/1597,ImageMagick 7.0.8-50 Q16 has a heap-based buffer over-read in MagickCore/fourier.c in ComplexImages.,d5089971bd792311aaab5cb73460326d7ef7f32d,1
1,1,0,0,9,8,17,0,https://github.com/ImageMagick/ImageMagick/issues/1603,ImageMagick 7.0.8-50 Q16 has a heap-based buffer over-read in MagickCore/composite.c in CompositeImage.,d29148fae06c01ef215940e084cf41853c117bab,1
1,1,0,0,1,1,2,1,https://github.com/ImageMagick/ImageMagick/issues/1614,ImageMagick 7.0.8-50 Q16 has a stack-based buffer overflow at coders/pnm.c in WritePNMImage because of a misplaced assignment.,7689875ef64f34141e7292f6945efdf0530b4a5e,1
1,0.5,1,0,7,1,8,2,https://github.com/ImageMagick/ImageMagick/issues/1616,ImageMagick 7.0.8-50 Q16 has memory leaks at AcquireMagickMemory because of mishandling the NoSuchImage error in CLIListOperatorImages in MagickWand/operation.c.,5f21230b657ccd65452dd3d94c5b5401ba691a2d,1
0,0,2,0,7,1,8,2,https://github.com/ImageMagick/ImageMagick/issues/1616,ImageMagick 7.0.8-50 Q16 has memory leaks at AcquireMagickMemory because of an error in MagickWand/mogrify.c.,5f21230b657ccd65452dd3d94c5b5401ba691a2d,1
0,0,2,0,61,15,76,2,https://github.com/ImageMagick/ImageMagick/issues/1623,ImageMagick 7.0.8-50 Q16 has memory leaks at AcquireMagickMemory because of a wand/mogrify.c error.,4a334bbf5584de37c6f5a47c380a531c8c4b140a,1
1,1,0,0,2,0,2,1,https://github.com/ImageMagick/ImageMagick/issues/1608,ImageMagick 7.0.8-50 Q16 has a heap-based buffer over-read at MagickCore/threshold.c in AdaptiveThresholdImage because a width of zero is mishandled.,a7759f410b773a1dd57b0e1fb28112e1cd8b97bc,1
1,1,0,0,4,1,5,1,https://github.com/ImageMagick/ImageMagick/issues/1604,ImageMagick 7.0.8-50 Q16 has direct memory leaks in AcquireMagickMemory because of an error in CLIListOperatorImages in MagickWand/operation.c for a NULL value.,ce08a3691a8ac29125e29fc41967b3737fa3f425,1
1,1,0,0,1,1,2,1,https://github.com/ImageMagick/ImageMagick/issues/1609,ImageMagick 7.0.8-50 Q16 has a heap-based buffer over-read at MagickCore/threshold.c in AdaptiveThresholdImage because a height of zero is mishandled.,604588fc35c7585abb7a9e71f69bb82e4389fefc,1
0,0,2,0,2,2,4,2,https://github.com/ImageMagick/ImageMagick/issues/1611,ImageMagick 7.0.8-50 Q16 has a heap-based buffer overflow at MagickCore/pixel-accessor.h in SetPixelViaPixelInfo because of a MagickCore/enhance.c error.,d4fc44b58a14f76b1ac997517d742ee12c9dc5d3,1
1,1,0,0,29,27,56,1,https://github.com/ImageMagick/ImageMagick/issues/1629,ImageMagick 7.0.8-54 Q16 allows Division by Zero in RemoveDuplicateLayers in MagickCore/layer.c.,1ddcf2e4f28029a888cadef2e757509ef5047ad8,1
1,0.5,1,0,11,4,15,2,https://github.com/ImageMagick/ImageMagick/issues/1588,"In ImageMagick 7.0.8-50 Q16, ComplexImages in MagickCore/fourier.c has a heap-based buffer over-read because of incorrect calls to GetCacheViewVirtualPixels.",7c2c5ba5b8e3a0b2b82f56c71dfab74ed4006df7,1
0,0,1,0,6,4,10,1,"array.c: fix `mrb_ary_shift_m` initialization bug.

The `ARY_PTR` and `ARY_LEN` may be modified in `mrb_get_args`.",mruby is vulnerable to NULL Pointer Dereference,27d1e0132a0804581dca28df042e7047fd27eaa8,1
0,0,1,0,4,1,5,3,"fix: [security] Fix to stored XSS

- as reported by David Heise","In app/webroot/js/event-graph.js in MISP 2.4.111, a stored XSS vulnerability exists in the event-graph view when a user toggles the event graph view. A malicious MISP event must be crafted in order to trigger the vulnerability.",26bedd8a68c32a2f14460a8eac2a9fb09923392b,1
0,0,2,0,3,3,6,2,https://github.com/ImageMagick/ImageMagick/issues/1600,ImageMagick before 7.0.8-50 has a memory leak vulnerability in the function ReadBMPImage in coders/bmp.c.,fe3066122ef72c82415811d25e9e3fad622c0a99,1
1,0.5,1,0,3,3,6,2,https://github.com/ImageMagick/ImageMagick/issues/1600,ImageMagick before 7.0.8-50 has a memory leak vulnerability in the function ReadVIFFImage in coders/viff.c.,fe3066122ef72c82415811d25e9e3fad622c0a99,1
1,1,0,0,1,0,1,1,https://github.com/ImageMagick/ImageMagick/issues/1599,ImageMagick before 7.0.8-50 has a "use of uninitialized value" vulnerability in the function ReadCUTImage in coders/cut.c.,cdb383749ef7b68a38891440af8cc23e0115306d,1
1,1,0,0,6,0,6,1,https://github.com/ImageMagick/ImageMagick/issues/1602,ImageMagick before 7.0.8-50 has an integer overflow vulnerability in the function TIFFSeekCustomStream in coders/tiff.c.,fe5f4b85e6b1b54d3b4588a77133c06ade46d891,1
1,1,0,0,1,0,1,1,https://github.com/ImageMagick/ImageMagick/issues/1601,ImageMagick before 7.0.8-50 has a memory leak vulnerability in the function ReadPSImage in coders/ps.c.,35ccb468ee2dcbe8ce9cf1e2f1957acc27f54c34,1
1,1,0,0,1,0,1,1,"avcodec/h264: Clear delayed_pic on deallocation

Fixes use of freed memory

Fixes: case5_av_frame_copy_props.mp4
Found-by: Michal Zalewski <lcamtuf@coredump.cx>
Signed-off-by: Michael Niedermayer <michaelni@gmx.at>","Use-after-free vulnerability in the ff_h264_free_tables function in libavcodec/h264.c in FFmpeg before 2.3.6 allows remote attackers to cause a denial of service or possibly have unspecified other impact via crafted H.264 data in an MP4 file, as demonstrated by an HTML VIDEO element that references H.264 data.",e8714f6f93d1a32f4e4655209960afcf4c185214,1
0,0,1,0,3,3,6,2,"whiteboard: fixup a few reversed tests (GH #446)

This is a follow-up to commit 3a3ec26.",print-wb.c in tcpdump before 4.7.4 allows remote attackers to cause a denial of service (segmentation fault and process crash).,3ed82f4ed0095768529afc22b923c8f7171fff70,1
0,0,2,0,19,12,31,3,Fix #8813 - segfault in dwarf parser,"In radare2 2.0.1, libr/bin/dwarf.c allows remote attackers to cause a denial of service (invalid read and application crash) via a crafted ELF file, related to r_bin_dwarf_parse_comp_unit in dwarf.c and sdb_set_internal in shlr/sdb/src/sdb.c.",2ca9ab45891b6ae8e32b6c28c81eebca059cbe5d,1
1,0.5,1,0,2,2,4,2,"fix: Fixed a reflected XSS in the sharing group creator tool

- Fixed a reflected XSS in the sharing group editor that requires malicious organisation names

- Low impact due to the following requirements:
  - organisation names with malicious org names (JS in the orgname)
  - sharing group editor user has to manually add an organisation to the list that has javascript in the org name
  - only vulnerable view is the editor itself, so the impact is limited to
    users that manually add organisations with malicious names to the list themselves / edit such sharing groups

- As reported by Dawid Czarnecki","In the sharingGroupPopulateOrganisations function in app/webroot/js/misp.js in MISP 2.4.82, there is XSS via a crafted organisation name that is manually added.",a659664447a7b2a383cb9e0f6b43dcb43ec69194,1
0,0,1,0,3,2,5,0,"SOME/IP: Fix terminating a ""struct tok"" array

Moreover:
Declare static and const the ""struct tok"" arrays.",The tok2strbuf() function in tcpdump 4.10.0-PRE-GIT was used by the SOME/IP dissector in an unsafe way.,e2256b4f2506102be2c6f7976f84f0d607c53d43,1
1,1,0,0,3,1,4,1,https://github.com/ImageMagick/ImageMagick/issues/85,"The ReadWPGImage function in coders/wpg.c in ImageMagick 7.0.7-9 does not properly validate the colormap index in a WPG palette, which allows remote attackers to cause a denial of service (use of uninitialized data or invalid memory allocation) or possibly have unspecified other impact via a malformed WPG file.",2130bf6f89ded32ef0c88a11694f107c52566c53,1
1,1,0,0,2,2,4,2,Fixed crash in elf.c with 32bit r2 when shdr->sh_size > max size_t,"In radare 2.0.1, a memory corruption vulnerability exists in store_versioninfo_gnu_verdef() and store_versioninfo_gnu_verneed() in libr/bin/format/elf/elf.c, as demonstrated by an invalid free. This error is due to improper sh_size validation when allocating memory.",0b973e28166636e0ff1fad80baa0385c9c09c53a,1
1,1,0,0,4,4,8,1,Fix #8748 - Fix oobread on string search,"In radare 2.0.1, an out-of-bounds read vulnerability exists in string_scan_range() in libr/bin/bin.c when doing a string search.",d31c4d3cbdbe01ea3ded16a584de94149ecd31d9,1
1,1,0,0,4,4,8,1,Fix #8764 - huge vd_aux caused pointer wraparound,"In radare 2.0.1, a pointer wraparound vulnerability exists in store_versioninfo_gnu_verdef() in libr/bin/format/elf/elf.c.",62e39f34b2705131a2d08aff0c2e542c6a52cf0e,1
1,1,0,0,4,1,5,1,Fix #8764 a 3rd time since 2nd time is UB and can be optimized away,"In radare 2.0.1, a pointer wraparound vulnerability exists in store_versioninfo_gnu_verdef() in libr/bin/format/elf/elf.c.",fbaf24bce7ea4211e4608b3ab6c1b45702cb243d,1
1,1,0,0,1,1,2,1,Fix #8764 differently since ptr diff might not fit in ptrdiff_t,"In radare 2.0.1, a pointer wraparound vulnerability exists in store_versioninfo_gnu_verdef() in libr/bin/format/elf/elf.c.",d21e91f075a7a7a8ed23baa5c1bb1fac48313882,1
1,1,0,0,1,1,2,0,"fix: [security] xss in the resolved attributes view

- thanks to Jakub Onderka for reporting it",app/View/Events/resolved_attributes.ctp in MISP before 2.4.126 has XSS in the resolved attributes view.,2989aa05225aa9b3a592ca50cbf8350ef256909c,1
0,0,1,0,9,3,12,0,update,Cross-site Scripting (XSS) - Reflected in GitHub repository microweber/microweber prior to 1.2.18.,c51285f791e48e536111cd57a9544ccbf7f33961,1
1,1,0,0,0,1,1,0,update,userfiles/modules/users/controller/controller.php in Microweber before 1.1.20 allows an unauthenticated user to disclose the users database via a /modules/ POST request.,269320e0e0e06a1785e1a1556da769a34280b7e6,1
0,0,2,0,433,463,896,0,update,Code Injection in GitHub repository microweber/microweber prior to 1.3.2.,68f0721571653db865a5fa01c7986642c82e919c,1
0,0,1,0,5,2,7,0,update,"HTML injection attack is closely related to Cross-site Scripting (XSS). HTML injection uses HTML to deface the page. XSS, as the name implies, injects JavaScript into the page. Both attacks exploit insufficient validation of user input.",f20abf30a1d9c1426c5fb757ac63998dc5b92bfc,1
0,0,1,0,4,1,5,0,update,Cross-site Scripting (XSS) - Stored in GitHub repository microweber/microweber prior to 1.2.19.,9ebbb4dd35da74025ab6965f722829a7f8f86566,1
0,0,1,0,2,2,4,1,update,Cross-site Scripting (XSS) - Stored in GitHub repository microweber/microweber prior to 1.2.19.,70b46e231e7b2c113666745a0ab6de9a8b7ef08e,1
1,1,0,0,7,4,11,1,"Fix #12372 and #12373 - Crash in x86 assembler (#12380)

0 ,0,[bP-bL-bP-bL-bL-r-bL-bP-bL-bL-
mov ,0,[ax+Bx-ax+Bx-ax+ax+Bx-ax+Bx--
leA ,0,[bP-bL-bL-bP-bL-bP-bL-60@bL-
leA ,0,[bP-bL-r-bP-bL-bP-bL-60@bL-
mov ,0,[ax+Bx-ax+Bx-ax+ax+Bx-ax+Bx--","In radare2 prior to 3.1.1, the parseOperand function inside libr/asm/p/asm_x86_nz.c may allow attackers to cause a denial of service (application crash in libr/util/strbuf.c via a stack-based buffer over-read) by crafting an input file, a related issue to CVE-2018-20455.",9b46d38dd3c4de6048a488b655c7319f845af185,1
1,1,0,0,35,12,47,4,Fix #12374 - oobread crash in truncated dyldcache ##bin (#12381),"In radare2 prior to 3.1.1, r_bin_dyldcache_extract in libr/bin/format/mach0/dyldcache.c may allow attackers to cause a denial-of-service (application crash caused by out-of-bounds read) by crafting an input file.",30f4c7b52a4e2dc0d0b1bae487d90f5437c69d19,1
1,0.5,1,0,2,2,4,2,Fix #12417/#12418 (arm assembler heap overflows),"In radare2 through 3.1.3, the assemble function inside libr/asm/p/asm_arm_cs.c allows attackers to cause a denial-of-service (application crash via an r_num_calc out-of-bounds read) by crafting an arm assembly input because a loop uses an incorrect index in armass.c and certain length validation is missing in armass64.c, a related issue to CVE-2018-20459.",e5c14c167b0dcf0a53d76bd50bacbbcc0dfc1ae7,1
1,0.5,1,0,2,2,4,2,Fix #12417/#12418 (arm assembler heap overflows),"In radare2 through 3.1.3, the armass_assemble function in libr/asm/arch/arm/armass.c allows attackers to cause a denial-of-service (application crash by out-of-bounds read) by crafting an arm assembly input because a loop uses an incorrect index in armass.c and certain length validation is missing in armass64.c, a related issue to CVE-2018-20457.",e5c14c167b0dcf0a53d76bd50bacbbcc0dfc1ae7,1
1,1,0,0,11,5,16,1,Fix #12375 - Crash in bd+ao (#12382),"In radare2 prior to 3.1.1, core_anal_bytes in libr/core/cmd_anal.c allows attackers to cause a denial-of-service (application crash caused by out-of-bounds read) by crafting a binary file.",a1bc65c3db593530775823d6d7506a457ed95267,1
1,1,0,0,4,0,4,1,"Fix #12376 - crash in: rasm2 -a arm -b 64 '0 ,0,0,0,0,0,0,'","In radare2 prior to 3.1.2, the parseOperands function in libr/asm/arch/arm/armass64.c allows attackers to cause a denial-of-service (application crash caused by stack-based buffer overflow) by crafting an input file.",df167c7db545953bb7f71c72e98e7a3ca0c793bf,1
1,1,0,0,6,7,13,1,Prevent infinite loop,"In coders/bmp.c in ImageMagick before 7.0.8-16, an input file can result in an infinite loop and hang, with high CPU and memory consumption. Remote attackers could leverage this vulnerability to cause a denial of service via a crafted file.",db0add932fb850d762b02604ca3053b7d7ab6deb,1
0,0,1,0,1,1,2,1,"squash heap-buffer-overflow, PoC TIFF from Hardik","A heap buffer overflow issue was found in ImageMagick. When an application processes a malformed TIFF file, it could lead to undefined behavior or a crash causing a denial of service.",30ccf9a0da1f47161b5935a95be854fe84e6c2a2,1
1,1,0,0,3,2,5,1,"avcodec/x86/mpegvideodsp: Fix signedness bug in need_emu

Fixes: out of array read
Fixes: 3516/attachment-311488.dat

Found-by: Insu Yun, Georgia Tech.
Tested-by: wuninsu@gmail.com
Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>","The gmc_mmx function in libavcodec/x86/mpegvideodsp.c in FFmpeg 2.3 and 3.4 does not properly validate widths and heights, which allows remote attackers to cause a denial of service (integer signedness error and out-of-array read) via a crafted MPEG file.",58cf31cee7a456057f337b3102a03206d833d5e8,1
1,1,0,0,1,1,2,1,"fix: Leaking of hashed passwords in the audit logs fixed

- Scope was limited due to the audit log access restrictions to site/org admins","The admin_edit function in app/Controller/UsersController.php in MISP 2.4.82 mishandles the enable_password field, which allows admins to discover a hashed password by reading the audit log.",7d5890b2fc63285f010d5845913894dd71cf232c,1
0,0,1,0,8,0,8,1,update,Open Redirect in GitHub repository microweber/microweber prior to 1.2.19.,187e949daf7dea6f10b80da70988f0f86444eeff,1
1,1,0,0,8,5,13,2,https://github.com/ImageMagick/ImageMagick/issues/1553,"The XWD image (X Window System window dumping file) parsing component in ImageMagick 7.0.8-41 Q16 allows attackers to cause a denial-of-service (application crash resulting from an out-of-bounds Read) in ReadXWDImage in coders/xwd.c by crafting a corrupted XWD image file, a different vulnerability than CVE-2019-11472.",c78993d138bf480ab4652b5a48379d4ff75ba5f7,1
1,1,0,0,5,3,8,2,https://github.com/ImageMagick/ImageMagick/issues/1554,coders/mat.c in ImageMagick 7.0.8-43 Q16 allows remote attackers to cause a denial of service (use-after-free and application crash) or possibly have unspecified other impact by crafting a Matlab image file that is mishandled in ReadImage in MagickCore/constitute.c.,f7206618d27c2e69d977abf40e3035a33e5f6be0,1
0,0,1,0,1,1,2,1,https://github.com/ImageMagick/ImageMagick/issues/1552,"In ImageMagick 7.x before 7.0.8-41 and 6.x before 6.9.10-41, there is a divide-by-zero vulnerability in the MeanShiftImage function. It allows an attacker to cause a denial of service by sending a crafted file.",a77d8d97f5a7bced0468f0b08798c83fb67427bc,1
0,0,1,0,1,0,1,1,https://github.com/ImageMagick/ImageMagick6/issues/43,"In ImageMagick 7.x before 7.0.8-42 and 6.x before 6.9.10-42, there is a use after free vulnerability in the UnmapBlob function that allows an attacker to cause a denial of service by sending a crafted file.",c5d012a46ae22be9444326aa37969a3f75daa3ba,1
1,1,0,0,7,4,11,1,"Fix #12372 and #12373 - Crash in x86 assembler (#12380)

0 ,0,[bP-bL-bP-bL-bL-r-bL-bP-bL-bL-
mov ,0,[ax+Bx-ax+Bx-ax+ax+Bx-ax+Bx--
leA ,0,[bP-bL-bL-bP-bL-bP-bL-60@bL-
leA ,0,[bP-bL-r-bP-bL-bP-bL-60@bL-
mov ,0,[ax+Bx-ax+Bx-ax+ax+Bx-ax+Bx--","In radare2 prior to 3.1.1, the parseOperand function inside libr/asm/p/asm_x86_nz.c may allow attackers to cause a denial of service (application crash via a stack-based buffer overflow) by crafting an input file, a related issue to CVE-2018-20456.",9b46d38dd3c4de6048a488b655c7319f845af185,1
0,0,1,0,67,68,135,1,https://github.com/ImageMagick/ImageMagick/issues/268,"The AcquireQuantumPixels function in MagickCore/quantum.c in ImageMagick before 7.0.3-1 allows remote attackers to have unspecified impact via a crafted image file, which triggers a memory allocation failure.",6e48aa92ff4e6e95424300ecd52a9ea453c19c60,1
1,1,0,0,1,0,1,1,Added missing return to avoid use after free.,ImageMagick before 6.9.9-24 and 7.x before 7.0.7-12 has a use-after-free in Magick::Image::read in Magick++/lib/Image.cpp.,8c35502217c1879cb8257c617007282eee3fe1cc,1
1,1,0,0,11,5,16,1,"fix: [security] missing ACL lookup on attribute correlations

- attribute correlation ACL checks are skipped when querying the attribute restsearch API revealing metadata about a correlating but unreachable attribute.

- Thanks to Jakub Onderka for his tireless work and for reporting this!","app/Model/Attribute.php in MISP 2.4.127 lacks an ACL lookup on attribute correlations. This occurs when querying the attribute restsearch API, revealing metadata about a correlating but unreachable attribute.",609bfbd450c933d21c50c9f0161d633c43413eb6,1
0,0,1,0,6,1,7,1,Update CatalogController.class.php,ShowDoc 2.4.1 allows remote attackers to edit other users' notes by navigating with a modified page_id.,bcdb5e3519285bdf81e618b3c9b90d22bc49e13c,1
1,1,0,0,9,4,13,1,Fix #12239 - crash in the x86.nz assembler ##asm (#12252),"getToken in libr/asm/p/asm_x86_nz.c in radare2 before 3.1.0 allows attackers to cause a denial of service (stack-based buffer over-read) via crafted x86 assembly data, as demonstrated by rasm2.",66191f780863ea8c66ace4040d0d04a8842e8432,1
1,1,0,0,2,2,4,1,Fix #12242 - Crash in x86.nz assembler (#12266),"opmov in libr/asm/p/asm_x86_nz.c in radare2 before 3.1.0 allows attackers to cause a denial of service (buffer over-read) via crafted x86 assembly data, as demonstrated by rasm2.",f17bfd9f1da05f30f23a4dd05e9d2363e1406948,1
0,0,1,0,2,1,3,1,"avformat/asfdec_o: Check size_bmp more fully

Fixes: integer overflow and out of array access
Fixes: asfo-crash-46080c4341572a7137a162331af77f6ded45cbd7

Found-by: Paul Ch <paulcher@icloud.com>
Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>",FFmpeg before commit 2b46ebdbff1d8dec7a3d8ea280a612b91a582869 contains a Buffer Overflow vulnerability in asf_o format demuxer that can result in heap-buffer-overflow that may result in remote code execution. This attack appears to be exploitable via specially crafted ASF file that has to be provided as input to FFmpeg. This vulnerability appears to have been fixed in 2b46ebdbff1d8dec7a3d8ea280a612b91a582869 and later.,2b46ebdbff1d8dec7a3d8ea280a612b91a582869,1
0,0,1,0,26,18,44,1,"avformat/mms: Add missing chunksize check

Fixes: out of array read
Fixes: mms-crash-01b6c5d85f9d9f40f4e879896103e9f5b222816a

Found-by: Paul Ch <paulcher@icloud.com>
1st hunk by Paul Ch <paulcher@icloud.com>
Tested-by: Paul Ch <paulcher@icloud.com>
Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>",FFmpeg before commit cced03dd667a5df6df8fd40d8de0bff477ee02e8 contains multiple out of array access vulnerabilities in the mms protocol that can result in attackers accessing out of bound data. This attack appear to be exploitable via network connectivity. This vulnerability appears to have been fixed in cced03dd667a5df6df8fd40d8de0bff477ee02e8 and later.,cced03dd667a5df6df8fd40d8de0bff477ee02e8,1
0,0,1,0,1,1,2,1,"avformat/rmdec: Do not pass mime type in rm_read_multi() to ff_rm_read_mdpr_codecdata()

Fixes: use after free()
Fixes: rmdec-crash-ffe85b4cab1597d1cfea6955705e53f1f5c8a362

Found-by: Paul Ch <paulcher@icloud.com>
Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>",FFmpeg before commit a7e032a277452366771951e29fd0bf2bd5c029f0 contains a use-after-free vulnerability in the realmedia demuxer that can result in vulnerability allows attacker to read heap memory. This attack appear to be exploitable via specially crafted RM file has to be provided as input. This vulnerability appears to have been fixed in a7e032a277452366771951e29fd0bf2bd5c029f0 and later.,a7e032a277452366771951e29fd0bf2bd5c029f0,1
